code,description,unit,qty,allowance,rate,amount
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:546819,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:546826,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:546828,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:546906,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:546969,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:547114,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:547121,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:547146,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:547150,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:547183,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:547247,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:547266,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:547273,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:547286,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:547487,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:547595,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:547742,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:547784,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:547802,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:547856,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:547956,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:548047,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:548082,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:548089,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:548116,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:548123,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:548835,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:549038,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:549955,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:549960,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:550018,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:550028,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:550036,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:550041,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:550067,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:550077,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:554197,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:554437,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:554580,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:554945,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:555449,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:555856,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:557526,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:557527,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:557528,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:557530,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:557550,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:557552,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:557553,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:557555,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:557557,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:557563,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:557564,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:557567,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:557568,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:557569,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:557570,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:557571,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:557574,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:557576,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:557586,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:557587,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:557590,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:557596,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:557597,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:557599,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:557601,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:557603,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:557604,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:557605,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:557609,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:557611,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:557612,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:557614,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:557615,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:557617,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:557622,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:557623,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:557644,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:557646,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:557647,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:557648,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:557652,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:557654,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:557655,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:557656,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:557685,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:557689,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:557695,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:557700,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:557710,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:577748,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:577808,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:577813,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:577870,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:577872,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:577911,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:577920,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:577991,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:578143,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:578188,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:578228,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:578230,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:578268,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:578403,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:578423,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:578435,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:578472,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:578485,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:578532,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:578609,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:578656,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:578706,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:578708,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:578742,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:578744,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:578775,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:578830,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:578872,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:579139,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:579262,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:580418,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:581020,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:581037,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:581158,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:581159,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:581179,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:583745,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:584238,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:593062,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:593349,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:593706,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:600257,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:600266,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:600272,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:600279,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:600381,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:600449,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:600503,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:600555,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:600584,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:600695,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:600701,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:600783,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:600787,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:600896,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:600911,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:600913,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:600925,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:600952,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:601015,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:601031,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:601142,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:601282,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:601286,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:601371,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:601377,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:612977,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:612986,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:630588,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:630842,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:631112,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:631121,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:631126,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:631163,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:631173,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:631181,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:631284,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:631288,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:631334,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:631905,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:631906,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:631911,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:631967,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:631981,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:631990,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:631991,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:631996,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:632407,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:632415,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:632423,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:632425,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:632436,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:632442,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:632454,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:632456,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:632624,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:632630,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:632679,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:632681,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:632738,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:632744,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:632756,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:632764,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:632808,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:632815,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:632820,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:633327,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:633332,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:633334,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:633344,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:633345,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:633360,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:633371,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:633372,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:633379,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:648917,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:649429,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:649430,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:649433,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:649435,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:649459,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:649460,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:649463,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:649465,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:660059,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:660890,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:660902,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:660930,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:660957,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:660965,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:661027,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:661731,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:662830,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:662948,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:662976,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:663230,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:663251,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:663265,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:694400,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:696275,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Round Duct:Taps:557534,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Round Duct:Taps:603399,piece,1.0,0.0,0.0,0.0
,TOTAL,,,,,2056.0
